full_text,case_folding,preprocessing,final_label,label,confidence
 aku lupa di kota ini rencana itu tak pernah datang dengan garansi keberhasilan. ia seperti kesialan saat sedang buru-buru pergi ke suatu tempat lalu bensinmu habis dan kilang pengisian minyak sedang antre panjang. poor diphaaaaaaa :^(((((((((, aku lupa di kota ini rencana itu tak pernah datang dengan garansi keberhasilan. ia seperti kesialan saat sedang buru-buru pergi ke suatu tempat lalu bensinmu habis dan kilang pengisian minyak sedang antre panjang. poor diphaaaaaaa :^(((((((((,lupa kota rencana garansi hasil sial buru buru pergi bensin habis kilang isi minyak antre poor dipha,negative,,0.4104936545453237
Kasih tahu Ferdinan... barusan kilang Dumai Terbakar !!!,kasih tahu ferdinan... barusan kilang dumai terbakar !!!,kasih ferdinan barusan kilang dumai bakar,positive,,0.6234045402634061
Tanggapi Kebakaran Kilang Dumai Anggota Komisi XII Pertanyakan Standar Keselamatan via @kedaipenacom https://t.co/2IWSX5dfNK https://t.co/S0OQRIgRxe,tanggapi kebakaran kilang dumai anggota komisi xii pertanyakan standar keselamatan via @kedaipenacom https://t.co/2iwsx5dfnk https://t.co/s0oqrigrxe,tanggap bakar kilang dumai anggota komisi xii standar selamat via,positive,,0.4795718638191714
Loh kebakaran kilang dumai ga lewat di aku taunya kebakaran di ikn doang,loh kebakaran kilang dumai ga lewat di aku taunya kebakaran di ikn doang,loh bakar kilang dumai tau bakar ikn doang,positive,,0.516518028698385
@Superr_fpl @profesor_saham Dasar goblok loe itu kilang buat pengolahan minyak mentah jadi BBM..! Bila tidak terbakar Kita tidak bnyak import BBM (bukan minyak mentah). Indonesia import BBM dari Singapura 1 juta barel per hari.. paham ora loe,@superr_fpl @profesor_saham dasar goblok loe itu kilang buat pengolahan minyak mentah jadi bbm..! bila tidak terbakar kita tidak bnyak import bbm (bukan minyak mentah). indonesia import bbm dari singapura 1 juta barel per hari.. paham ora loe,dasar goblok loe kilang olah minyak mentah bahan bakar minyak bakar bnyak import bahan bakar minyak minyak mentah indonesia import bahan bakar minyak singapura juta barel paham ora loe,negative,,0.5335692192406832
*Bakar Semangat Bukan Bakar Kilang Minyak: Melawan Gurita Mafia Migas yang Semakin Merajalela* Oleh: Andre Vincent Wenas https://t.co/HCIDQ0HNMr,*bakar semangat bukan bakar kilang minyak: melawan gurita mafia migas yang semakin merajalela* oleh: andre vincent wenas https://t.co/hcidq0hnmr,bakar semangat bakar kilang minyak lawan gurita mafia migas rajalela andre vincent wenas,negative,,0.6064732828627485
Jadi nak bina kat mana? Kampung? Yang banyak kilang &amp; lalu lalang lori besar-besar dalam jalan kampung yang LRT/MRT jauh-jauh?,jadi nak bina kat mana? kampung? yang banyak kilang &amp; lalu lalang lori besar-besar dalam jalan kampung yang lrt/mrt jauh-jauh?,nak bina kat kampung kilang amp lalang lori jalan kampung lrt mrt,positive,,0.4074838296495298
@taufik_q Urusan Kilang minyak serahkan pada Industri Strategis Indnesia. dan Pertamina hanya urusan distribusi saja.,@taufik_q urusan kilang minyak serahkan pada industri strategis indnesia. dan pertamina hanya urusan distribusi saja.,urus kilang minyak serah industri strategis indnesia pertamina urus distribusi,positive,,0.4640106529994856
@sharpandshark dari kasus ni bumn minyak masyarakat jadi tahu: - bbm pertam4x selama ini oplosan ron 90 ke bawah - selama ini mengandung etanol sampe 20% max - dari thn 1990-an gamau bikin kilang baru biar impor nyenengin mafia migas - kasus oplos ga dilanjut krn cuma ganti pemain ckckck,@sharpandshark dari kasus ni bumn minyak masyarakat jadi tahu: - bbm pertam4x selama ini oplosan ron 90 ke bawah - selama ini mengandung etanol sampe 20% max - dari thn 1990-an gamau bikin kilang baru biar impor nyenengin mafia migas - kasus oplos ga dilanjut krn cuma ganti pemain ckckck,ni badan usaha milik negara minyak masyarakat bahan bakar minyak tam x oplos ron kandung etanol sampe max thn an gamau bikin kilang biar impor nyenengin mafia migas oplos lanjut ganti main ckckck,negative,,0.6260227312981935
@PDI_Perjuangan buset .gw kesini gara kilang minyak .,@pdi_perjuangan buset .gw kesini gara kilang minyak .,buset kesini gara kilang minyak,negative,,0.5679113547774836
udah feeling kalo tsk yang muncul tuh penjahat kelas teri buat nutupin mbg &amp; kilang minyak meledak,udah feeling kalo tsk yang muncul tuh penjahat kelas teri buat nutupin mbg &amp; kilang minyak meledak,feeling tsk muncul tuh jahat kelas teri nutupin mbg amp kilang minyak ledak,negative,,0.5394295292441106
@CNNIndonesia Cuma bangun 1 kilang?,@cnnindonesia cuma bangun 1 kilang?,bangun kilang,neutral,,0.33649846433025765
@islah_bahrawi Sudah berlangsung sangat lama waktu ahok jadi komut pun ga bisa bikin pertamina punya kilang sehingga ga pelu impor andai tambang di Papua jadi milik RI nanti mungkin tinggal sampahnya saja,@islah_bahrawi sudah berlangsung sangat lama waktu ahok jadi komut pun ga bisa bikin pertamina punya kilang sehingga ga pelu impor andai tambang di papua jadi milik ri nanti mungkin tinggal sampahnya saja,ahok komut bikin pertamina kilang pelu impor andai tambang papua milik ri tinggal sampah,negative,,0.5503392054020405
@userxmlf Ferdinan ini dari dulu bacot nya gede adu kepinteran juga gk ada apa apanya dengan pak purbaya. Udah dijelasin mau dibangunin kilang oleh cina 10 atau 30 dikelola cina setelah itu baru diserahkan di indonesia kira kira begitu dan pertamina gk mau,@userxmlf ferdinan ini dari dulu bacot nya gede adu kepinteran juga gk ada apa apanya dengan pak purbaya. udah dijelasin mau dibangunin kilang oleh cina 10 atau 30 dikelola cina setelah itu baru diserahkan di indonesia kira kira begitu dan pertamina gk mau,ferdinan bacot nya gede adu kepinteran apa purbaya dijelasin dibangunin kilang cina kelola cina serah indonesia pertamina,positive,,0.4164631358959637
Akhirnya nyoba 2 tinted ss dari azloe sama tavi. Kulitku oily acne didaguu doang on off . Azloe untuk w sih pricey ya tapi dia beneran cocok untuk oily sih karna finishnya velvet biasanya muka w sore dah kek kilang minyak ini enggak sama sekali.,akhirnya nyoba 2 tinted ss dari azloe sama tavi. kulitku oily acne didaguu doang on off . azloe untuk w sih pricey ya tapi dia beneran cocok untuk oily sih karna finishnya velvet biasanya muka w sore dah kek kilang minyak ini enggak sama sekali.,nyoba tinted ss azloe tavi kulit oily acne didaguu doang on off azloe w sih pricey beneran cocok oily sih finishnya velvet muka w sore kek kilang minyak,positive,,0.4246326036536648
@jaeyuniever tipkul ak oily bub udah kaya kilang minyak pixy itu lumayan mantep di aku ak diemin sekitar 2 jam ga geserr. kalo omg lip udah sehari hari ak makee tapi sebelum pake biasanya ak make lipbalm dulu soalnya bibir ak suka kering,@jaeyuniever tipkul ak oily bub udah kaya kilang minyak pixy itu lumayan mantep di aku ak diemin sekitar 2 jam ga geserr. kalo omg lip udah sehari hari ak makee tapi sebelum pake biasanya ak make lipbalm dulu soalnya bibir ak suka kering,tipkul ak oily bub kaya kilang minyak pixy lumayan mantep ak diemin jam geserr omg lip hari ak makee pake ak make lipbalm bibir ak suka kering,positive,,0.41466094661312985
pengalihan isu kebakaran kilang dumai pertamina,pengalihan isu kebakaran kilang dumai pertamina,alih isu bakar kilang dumai pertamina,positive,,0.6104412893411245
Relawan Prabowo Gibran Duga Ada Indikasi Kongkalikong di Balik Kebakaran Kilang Pertamina di Dumai https://t.co/pSTSN0qp6y,relawan prabowo gibran duga ada indikasi kongkalikong di balik kebakaran kilang pertamina di dumai https://t.co/pstsn0qp6y,rawan prabowo gibran duga indikasi kongkalikong bakar kilang pertamina dumai,positive,,0.5642247105003892
@Opposisi6890 pengalihan berita kilang minyak pertamina terbakar doang inimah klasik,@opposisi6890 pengalihan berita kilang minyak pertamina terbakar doang inimah klasik,alih berita kilang minyak pertamina bakar doang inimah klasik,negative,,0.4539853448203836
Isu Pertamina Tak Bangun Kilang? Ini Bukti Nyatanya Sudah 96% Rampung!#update #news #viral #beritaterkini #fyp #beritaviral #Pertamina #KilangBalikpapan #EnergiNasional #KilangMinyakRI #PertaminaFakta #BeritaEkonomi #InvestasiEnergi #pertaminaupdate https://t.co/sr4QUzF1Vx,isu pertamina tak bangun kilang? ini bukti nyatanya sudah 96% rampung!#update #news #viral #beritaterkini #fyp #beritaviral #pertamina #kilangbalikpapan #energinasional #kilangminyakri #pertaminafakta #beritaekonomi #investasienergi #pertaminaupdate https://t.co/sr4quzf1vx,isu pertamina bangun kilang bukti rampung update news viral beritaterkini fyp beritaviral pertamina kilangbalikpapan energinasional kilangminyakri pertaminafakta beritaekonomi investasienergi pertaminaupdate,positive,,0.5870437085216859
@profesor_saham Gimana mau kaya kayak dubay atau arab . Bangun kilang aja sulit,@profesor_saham gimana mau kaya kayak dubay atau arab . bangun kilang aja sulit,kaya kayak dubay arab bangun kilang aja sulit,negative,,0.45453493264649963
@SelebtwitMobil fun fact kilang minyak di Tuban itu harusnya Investasi aramco saudi arabia ketika delegasinya lagi diskusi dengan pihak arab saudi malah disuruh cabut sama presiden saat itu dan suruh kasih ke rusia (kebetulan lagi berkunjung ke rusia saat itu),@selebtwitmobil fun fact kilang minyak di tuban itu harusnya investasi aramco saudi arabia ketika delegasinya lagi diskusi dengan pihak arab saudi malah disuruh cabut sama presiden saat itu dan suruh kasih ke rusia (kebetulan lagi berkunjung ke rusia saat itu),fun fact kilang minyak tuban investasi aramco saudi arabia delegasi diskusi arab saudi suruh cabut presiden suruh kasih rusia kunjung rusia,negative,,0.4625618481332805
@AntoniusCDN @King_PWS_ @WagimanDeep212_ @_zhyme @ahmad_bellamy @Roebanie @Cintada16 @TaliUdeng @seruanhl Saling Jawab Isu Kilang Minyak Menkeu Purbaya vs Pertamina dan Menteri ESDM Bahlil https://t.co/KKrbjrqWKz,@antoniuscdn @king_pws_ @wagimandeep212_ @_zhyme @ahmad_bellamy @roebanie @cintada16 @taliudeng @seruanhl saling jawab isu kilang minyak menkeu purbaya vs pertamina dan menteri esdm bahlil https://t.co/kkrbjrqwkz,isu kilang minyak menkeu purbaya vs pertamina menteri energi dan sumber daya mineral bahlil,positive,,0.6868339588090494
Saling Jawab Isu Kilang Minyak Menkeu Purbaya vs Pertamina dan Menteri ESDM Bahlil https://t.co/KKrbjrqWKz,saling jawab isu kilang minyak menkeu purbaya vs pertamina dan menteri esdm bahlil https://t.co/kkrbjrqwkz,isu kilang minyak menkeu purbaya vs pertamina menteri energi dan sumber daya mineral bahlil,positive,,0.6868339588090494
Dikritik Purbaya Proyek Kilang Tak Bisa Cuma Andalkan Pertamina https://t.co/wNvTQfmSl9,dikritik purbaya proyek kilang tak bisa cuma andalkan pertamina https://t.co/wnvtqfmsl9,kritik purbaya proyek kilang andal pertamina,positive,,0.6581436607485233
Pertamina bukan malas bikin kilang. Tp mrk sengaja tdk bikin lagi kilang baru Agar Indonesia selamanya impor minyak Kalau Indonesia terus impor minyak Mafia2 minyak semakin kaya Semua bisa mulus pasti ada peran ordal di Pertamina Kementrian BUMN Kementrian ESDM Danantara https://t.co/eE9YB8wBIn,pertamina bukan malas bikin kilang. tp mrk sengaja tdk bikin lagi kilang baru agar indonesia selamanya impor minyak kalau indonesia terus impor minyak mafia2 minyak semakin kaya semua bisa mulus pasti ada peran ordal di pertamina kementrian bumn kementrian esdm danantara https://t.co/ee9yb8wbin,pertamina malas bikin kilang mrk sengaja bikin kilang indonesia impor minyak indonesia impor minyak mafia minyak kaya mulus peran ordal pertamina tri badan usaha milik negara tri energi dan sumber daya mineral danantara,negative,,0.5061570733931798
Pertamina Kementrian BUMN Kementrian ESDM Danantara Dalam Gurita MAFIA MINYAK Kali ini Menkeu Purbaya hero Sdh 30 an th pertamina tdk bangun kilang. Ini sebuah kesengajaan yg diatur oleh Mafia Miyak Bahkan Mafia2 ini telah membakar kilang. Mau bukti? Nih Menkeu Thread https://t.co/e1lWMfgAzv,pertamina kementrian bumn kementrian esdm danantara dalam gurita mafia minyak kali ini menkeu purbaya hero sdh 30 an th pertamina tdk bangun kilang. ini sebuah kesengajaan yg diatur oleh mafia miyak bahkan mafia2 ini telah membakar kilang. mau bukti? nih menkeu thread https://t.co/e1lwmfgazv,pertamina tri badan usaha milik negara tri energi dan sumber daya mineral danantara gurita mafia minyak kali menkeu purbaya hero an th pertamina bangun kilang sengaja atur mafia miyak mafia bakar kilang bukti nih menkeu thread,positive,,0.6275384913034087
@Cukifdesu Aik. Bukan biasa Monday to friday? Kilang mungkin lah kot. I search engineer job and my friend tak kerja sabtu ahad. Sepupu saya kerja delivery pon sabtu ahad tak kerja. Takkan warga asing lagi masyuk dari local. Legal work hour pon 44hour. MOM Singapore jangan main wo strict....,@cukifdesu aik. bukan biasa monday to friday? kilang mungkin lah kot. i search engineer job and my friend tak kerja sabtu ahad. sepupu saya kerja delivery pon sabtu ahad tak kerja. takkan warga asing lagi masyuk dari local. legal work hour pon 44hour. mom singapore jangan main wo strict....,aik monday to friday kilang kot i search engineer job and my friend kerja sabtu ahad sepupu kerja delivery pon sabtu ahad kerja tak warga asing masyuk local legal work hour pon hour mom singapore main wo strict,negative,,0.4837193018901209
@userxmlf Lah pedeipeh yg kebakaran jemboot kalo situ emang paling jago kenapa diam saat Pertamina di obok² mafia dengan tak mau membangun kilang,@userxmlf lah pedeipeh yg kebakaran jemboot kalo situ emang paling jago kenapa diam saat pertamina di obok² mafia dengan tak mau membangun kilang,pedeipeh bakar jemboot situ emang jago diam pertamina obok mafia bangun kilang,negative,,0.460018853868093
@GasMedsos Pengalihan isu MBG da bakar kilang juga pengalihan isu demi mensukseskan tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun selama sepuluh tahun terakhir berlanjut tanpa pajak,@gasmedsos pengalihan isu mbg da bakar kilang juga pengalihan isu demi mensukseskan tikus tiongkok yang bebas mencuri wilayah ri serta tambang emas dll puluhan ribu trilyun rupiah per tahun selama sepuluh tahun terakhir berlanjut tanpa pajak,alih isu mbg da bakar kilang alih isu sukses tikus tiongkok bebas curi wilayah ri tambang emas puluh ribu trilyun rupiah puluh lanjut pajak,positive,,0.43721286658763764
@PlekEnjoyer @jackcfrost Ya ada respons dari politisi PDIP Ferdinand Hutahaean via Instagram-nya pada 2 Okt 2025. Ia kritik pernyataan Menkeu Purbaya (30 Sep 2025) soal Pertamina malas bangun kilang sebut itu nirinformasi &amp; sarankan kurangi merasa paling jago. Bukan pernyataan resmi partai tapi,@plekenjoyer @jackcfrost ya ada respons dari politisi pdip ferdinand hutahaean via instagram-nya pada 2 okt 2025. ia kritik pernyataan menkeu purbaya (30 sep 2025) soal pertamina malas bangun kilang sebut itu nirinformasi &amp; sarankan kurangi merasa paling jago. bukan pernyataan resmi partai tapi,respons politis pdip ferdinand hutahaean via instagram nya okt kritik nyata menkeu purbaya sep pertamina malas bangun kilang nirinformasi amp saran kurang jago nyata resmi partai,positive,,0.4518330902765947
@_riverheaven Jokowi itu asu juga bukannya bikin kilang minyak untuk menunjang kebutuhan bbm yg hemat dan effisien buat rakyat malah pesta bancaan duit rakyat buat ikn rumah hantu ditengah hutan.,@_riverheaven jokowi itu asu juga bukannya bikin kilang minyak untuk menunjang kebutuhan bbm yg hemat dan effisien buat rakyat malah pesta bancaan duit rakyat buat ikn rumah hantu ditengah hutan.,jokowi asu bikin kilang minyak tunjang butuh bahan bakar minyak hemat effisien rakyat pesta bancaan duit rakyat ikn rumah hantu tengah hutan,negative,,0.6228353746852897
SADARLAH @vladimirputiniu Kapasitas Kilang 38% Lumpuh Rusia Bakal Impor BBM dari Singapura China dan Korsel https://t.co/RrkhEBSGXj,sadarlah @vladimirputiniu kapasitas kilang 38% lumpuh rusia bakal impor bbm dari singapura china dan korsel https://t.co/rrkhebsgxj,sadar kapasitas kilang lumpuh rusia impor bahan bakar minyak singapura china korsel,negative,,0.5509703913860956
FSPPB Minta Klarifikasi Menkeu Purbaya soal Pernyataan 'Kilang Dibakar' https://t.co/vexNZlEbQ1 Di Bakar ? Usut Tuntas jika benar di Bakar,fsppb minta klarifikasi menkeu purbaya soal pernyataan 'kilang dibakar' https://t.co/vexnzlebq1 di bakar ? usut tuntas jika benar di bakar,fsppb klarifikasi menkeu purbaya nyata kilang bakar bakar usut tuntas bakar,negative,,0.4448961107962511
