full_text,case_folding CPMK2,preprocessing CPMK3
akubpenasaran algoritma tiktok yg 5 hatian lalu soal kilang minyak sekarang malah ketutup sama kasus bjorka sih. pengalihan isu kah ini?,akubpenasaran algoritma tiktok yg 5 hatian lalu soal kilang minyak sekarang malah ketutup sama kasus bjorka sih. pengalihan isu kah ini?,akubpenasaran algoritma tiktok yg hati kilang minyak tutup bjorka sih alih isu
@M45Broo_ Punya walopun belom selesai pasti terendus oleh wartawan ato netizen yg naluri berburu beritanya tajam tapi ini gk kedengeran kabar. Masa iya sekelas menkeu ketinggalan berita padahal menkeu skrg juga pejabat negara sebelumnya gak tau pertamina punya calon kilang,@m45broo_ punya walopun belom selesai pasti terendus oleh wartawan ato netizen yg naluri berburu beritanya tajam tapi ini gk kedengeran kabar. masa iya sekelas menkeu ketinggalan berita padahal menkeu skrg juga pejabat negara sebelumnya gak tau pertamina punya calon kilang,walopun bom selesai endus wartawan ato netizen yg naluri buru berita tajam gk kedengeran kabar iya kelas menkeu tinggal berita menkeu skrg jabat negara gak tau pertamina calon kilang
@P3gEl Pertamina jual BBM tdk ada saingan tp boncos melulu Pejabatnya Gaji Tunjangan maunya segede gaban mending Pertamina dibubarkan Negara kerjasama aja dgn Petronas harga lebih murah gak repot gak ada kilang minyak kebakaran gak ada pengoplosan BBM,@p3gel pertamina jual bbm tdk ada saingan tp boncos melulu pejabatnya gaji tunjangan maunya segede gaban mending pertamina dibubarkan negara kerjasama aja dgn petronas harga lebih murah gak repot gak ada kilang minyak kebakaran gak ada pengoplosan bbm,pertamina jual bbm tdk saing tp boncos melulu jabat gaji tunjang mau gede gaban mending pertamina bubar negara kerjasama aja dgn petronas harga murah gak repot gak kilang minyak bakar gak oplos bbm
Iya dong. Jangan pake takut kualat. Selidiki juga semua kebakaran kilang minyak Pertamina yang selama ini terjadi. Siapa yang musti masuk penjara?,iya dong. jangan pake takut kualat. selidiki juga semua kebakaran kilang minyak pertamina yang selama ini terjadi. siapa yang musti masuk penjara?,iya pake takut kualat selidik bakar kilang minyak pertamina musti masuk penjara
@drrizqie Ada satu info simpang siur ini masalah mafia Ada beberapa kilang independen yg ada di SG/ID itu punya pejabat yg mana Pertamina simpan raw oil/gas disana secara sewa Jadi (sebagian teks hilang),@drrizqie ada satu info simpang siur ini masalah mafia ada beberapa kilang independen yg ada di sg/id itu punya pejabat yg mana pertamina simpan raw oil/gas disana secara sewa jadi (sebagian teks hilang),info simpang siur mafia kilang independen yg sg id jabat yg pertamina simpan raw oil gas sana sewa teks hilang
Mungkin usia kilang-kilang minyak Pertamina sudah tua dan juga kurang pemeliharaan atau perawatan sehingga sering terjadi kebakaran.,mungkin usia kilang-kilang minyak pertamina sudah tua dan juga kurang pemeliharaan atau perawatan sehingga sering terjadi kebakaran.,usia kilang kilang minyak pertamina tua pelihara awat bakar
@Bhaktismail @tekarok007 Dan apesnya lagi setelah kerajaan saudi membatalkan inves di indo dan di gantikan oleh rosneft rusia dan bagun kilang minyak di tuban yang rencanya bisa produkai menyuling 300rb bph /day malah mendapat kendala gara rusia ke sangsi amerika akibat nyaplok ukr.,@bhaktismail @tekarok007 dan apesnya lagi setelah kerajaan saudi membatalkan inves di indo dan di gantikan oleh rosneft rusia dan bagun kilang minyak di tuban yang rencanya bisa produkai menyuling 300rb bph /day malah mendapat kendala gara rusia ke sangsi amerika akibat nyaplok ukr.,apes raja saudi batal inves indo ganti rosneft rusia bagun kilang minyak tuban rencanya produkai suling rb bph day kendala gara rusia sangsi amerika akibat nyaplok ukr
@KangManto123 @pertamina musibah loh siapa yang tau dan siapa yang mau Pertamina jg pasti sudah menerapkan sop dan keamanan di setiap kilang kecelakaan kerja itu hal yang bisa terjadi di dunia kerja tapi terlepas dr itu kedepannya ini pasti jadi pelajaran juga supaya kedepannya lebih savety,@kangmanto123 @pertamina musibah loh siapa yang tau dan siapa yang mau pertamina jg pasti sudah menerapkan sop dan keamanan di setiap kilang kecelakaan kerja itu hal yang bisa terjadi di dunia kerja tapi terlepas dr itu kedepannya ini pasti jadi pelajaran juga supaya kedepannya lebih savety,musibah loh tau pertamina jg terap sop aman kilang celaka kerja dunia kerja lepas dr depan ajar depan savety
@Trevormay456 @r_khoirilanam @aktiviskatak @txtdrimedia Lah kilang pertamina aja pada dibakar tau kan kenapa bbm langka dan impor terus,@trevormay456 @r_khoirilanam @aktiviskatak @txtdrimedia lah kilang pertamina aja pada dibakar tau kan kenapa bbm langka dan impor terus,kilang pertamina aja bakar tau bbm langka impor
@arwidodo Dugaan : Kandungan minyak di Indonesia banyak tp minyak mentah nya di jual ke Singapura setelah di proses jadi BBM dr Singapura lalu dibeli lg oleh calo minyak yg ada di pertamina Pantesan mrk gak mau bangun kilang ternyata SDM nya cuma sekelas calo Negara dipaksa menggaji calo,@arwidodo dugaan : kandungan minyak di indonesia banyak tp minyak mentah nya di jual ke singapura setelah di proses jadi bbm dr singapura lalu dibeli lg oleh calo minyak yg ada di pertamina pantesan mrk gak mau bangun kilang ternyata sdm nya cuma sekelas calo negara dipaksa menggaji calo,duga kandung minyak indonesia tp minyak mentah nya jual singapura proses bbm dr singapura beli lg calo minyak yg pertamina pantesan mrk gak bangun kilang sdm nya kelas calo negara paksa gaji calo
@kompascom Yg nyebarin hoax kebakaran kilang itu dia mendewakan purbaya lard lord lard lord apaan dah ,@kompascom yg nyebarin hoax kebakaran kilang itu dia mendewakan purbaya lard lord lard lord apaan dah ,yg nyebarin hoax bakar kilang dewa purbaya lard lord lard lord dah
@atasanpresidenr Emang Indonesia punya kilang minyak terakhir masih jadi lumpur yang bikin satu kecamatan tengelam lumpur dan saat ini masih terus berlanjut sampai belum tersalurkan pergantian nya karena negara sulit soalnya ,@atasanpresidenr emang indonesia punya kilang minyak terakhir masih jadi lumpur yang bikin satu kecamatan tengelam lumpur dan saat ini masih terus berlanjut sampai belum tersalurkan pergantian nya karena negara sulit soalnya ,emang indonesia kilang minyak lumpur bikin camat tengelam lumpur lanjut salur ganti nya negara sulit
@P3gEl Cie cie.. Framing busuk buat Pertamina supaya bangkrut kayak Garuda. Kalau Petro Chinese bangun kilang selama 30 Thn akan berapa banyak hasil bumi yang diambil? Setelah 30 thn apakah kilang masih bekerja dengan baik atau malah sdh jadi rongsok dgn biaya maintenance tinggi?,@p3gel cie cie.. framing busuk buat pertamina supaya bangkrut kayak garuda. kalau petro chinese bangun kilang selama 30 thn akan berapa banyak hasil bumi yang diambil? setelah 30 thn apakah kilang masih bekerja dengan baik atau malah sdh jadi rongsok dgn biaya maintenance tinggi?,cie cie framing busuk pertamina bangkrut kayak garuda petro chinese bangun kilang thn hasil bumi ambil thn kilang sdh rongsok dgn biaya maintenance
@kegblgnunfaedh Ebeg kimcil kilang minyak kerupuk tengiri mendoan,@kegblgnunfaedh ebeg kimcil kilang minyak kerupuk tengiri mendoan,ebeg kimcil kilang minyak kerupuk tengiri mendoan
@KangManto123 @pertamina Cilacap sering bangettt pernah dulu magang di cilacap pas kilang kebakar padahal kosan jauh dari kilang tapi berasa panas bgt ya tuhannn,@kangmanto123 @pertamina cilacap sering bangettt pernah dulu magang di cilacap pas kilang kebakar padahal kosan jauh dari kilang tapi berasa panas bgt ya tuhannn,cilacap banget magang cilacap pas kilang bakar kosan kilang asa panas bgt tuhan
Yg lebih konyol selama puluhan tahun gak ada kilang baru yang bener² jadi. Alasannya klasik : dana birokrasi dan izin Tuhan yang diselipin di balik meja pejabat. Padahal rakyat tiap hari beli bensin dengan harga yang ngeluh di dompet.,yg lebih konyol selama puluhan tahun gak ada kilang baru yang bener² jadi. alasannya klasik : dana birokrasi dan izin tuhan yang diselipin di balik meja pejabat. padahal rakyat tiap hari beli bensin dengan harga yang ngeluh di dompet.,yg konyol puluh gak kilang bener alas klasik dana birokrasi izin tuhan diselipin meja jabat rakyat beli bensin harga ngeluh dompet
@pertamina BAKAAAR AE TERUS KILANG NYEE,@pertamina bakaaar ae terus kilang nyee,bakar ae kilang nyee
@Psalm2000 @M45Broo_ Ya benar. Pertamina sedang membangun dan meningkatkan kilang minyak di Indonesia seperti upgrade Balikpapan yang sudah 96 5% selesai (akan operasional 2025). Ada juga rencana 17 kilang modular dengan dukungan AS. Pernyataan sudah punya tapi belum selesai mencerminkan proyek,@psalm2000 @m45broo_ ya benar. pertamina sedang membangun dan meningkatkan kilang minyak di indonesia seperti upgrade balikpapan yang sudah 96 5% selesai (akan operasional 2025). ada juga rencana 17 kilang modular dengan dukungan as. pernyataan sudah punya tapi belum selesai mencerminkan proyek,pertamina bangun tingkat kilang minyak indonesia upgrade balikpapan selesai operasional rencana kilang modular dukung as nyata selesai cermin proyek
@M45Broo_ Hi @grok Apakah benar yang dikatakan Pertamina bahwa negara ini sedang membangun kilang minyak ?? Bahasa mereka memang sungguh bahasa Mulyono yg ijazahnya meragukan dan membagongkan .mereka bilang sudah punya killang tapi belum selesai,@m45broo_ hi @grok apakah benar yang dikatakan pertamina bahwa negara ini sedang membangun kilang minyak ?? bahasa mereka memang sungguh bahasa mulyono yg ijazahnya meragukan dan membagongkan .mereka bilang sudah punya killang tapi belum selesai,hi pertamina negara bangun kilang minyak bahasa sungguh bahasa mulyono yg ijazah ragu bagong bilang killang selesai
@somexthread Jawablah bos dg analisa mengapa kilang menghilang karena import BBM lebih menjanjikan cuan ya baik harga mutu jumlah hilang dlm proses dan oplosannya triyunan aman tidak kentara.,@somexthread jawablah bos dg analisa mengapa kilang menghilang karena import bbm lebih menjanjikan cuan ya baik harga mutu jumlah hilang dlm proses dan oplosannya triyunan aman tidak kentara.,jawab bos dg analisa kilang hilang import bbm janji cuan harga mutu hilang dlm proses oplos triyunan aman kentara
Lah ini anggota DPR ga baca berita apa? Shell tuh mau cabut dr pasar Indo Pak/Bu.... Lah kilang minyak nya aja yang di Singapore dah dibeli sama perusahaan Indonesia tahun ini ,lah ini anggota dpr ga baca berita apa? shell tuh mau cabut dr pasar indo pak/bu.... lah kilang minyak nya aja yang di singapore dah dibeli sama perusahaan indonesia tahun ini ,anggota dpr ga baca berita shell tuh cabut dr pasar indo bu kilang minyak nya aja singapore dah beli usaha indonesia
@tekarok007 Dan sekarang kilang minyak hasil kerja sama aramco dan petronas sudah beroperasi fulll dan menghasilkan minyak degan kualitas euro 5. Tidak heran jika malaysia jual solar degan kualitas euro 5 harganya murah meriah. Kita euro 5 masih banyak impor dari singapure.,@tekarok007 dan sekarang kilang minyak hasil kerja sama aramco dan petronas sudah beroperasi fulll dan menghasilkan minyak degan kualitas euro 5. tidak heran jika malaysia jual solar degan kualitas euro 5 harganya murah meriah. kita euro 5 masih banyak impor dari singapure.,kilang minyak hasil kerja aramco petronas operasi ful hasil minyak degan kualitas euro heran malaysia jual solar degan kualitas euro harga murah riah euro impor singapure
@tekarok007 Yang paling nyesek itu ketika indonesia di tinggal aramco saudi arabia untuk bagun kilang minyak di indonesia degan kapasitas 500000bph-10000000bph /day degan kualitas euro 5. Dan kerajaan arab saudi memilih bagun kilang di pengerang johor malaysia. Dan proyek itu selesai 2018,@tekarok007 yang paling nyesek itu ketika indonesia di tinggal aramco saudi arabia untuk bagun kilang minyak di indonesia degan kapasitas 500000bph-10000000bph /day degan kualitas euro 5. dan kerajaan arab saudi memilih bagun kilang di pengerang johor malaysia. dan proyek itu selesai 2018,nyesek indonesia tinggal aramco saudi arabia bagun kilang minyak indonesia degan kapasitas bph bph day degan kualitas euro raja arab saudi pilih bagun kilang erang johor malaysia proyek selesai
@KangManto123 Solusi: Ganti inovasi ganti sistem pemerintah dan ekonomi.... Bangun sumur bangun pengeboran Bangun biorefinery bangun kilang minyak modern BONUS: Pasar dimodernisasi infra jalan dimodernisasi,@kangmanto123 solusi: ganti inovasi ganti sistem pemerintah dan ekonomi.... bangun sumur bangun pengeboran bangun biorefinery bangun kilang minyak modern bonus: pasar dimodernisasi infra jalan dimodernisasi,solusi ganti inovasi ganti sistem perintah ekonomi bangun sumur bangun bor bangun biorefinery bangun kilang minyak modern bonus pasar modernisasi infra jalan modernisasi
@ARSIPAJA Ada yg tidak mau bangun kilang baru karena merugikan kantong sendiri ,@arsipaja ada yg tidak mau bangun kilang baru karena merugikan kantong sendiri ,yg bangun kilang rugi kantong
@puppypopiah Aku kebalikan kamu beb mukaku oily kek kilang minyak pake apa yaaa,@puppypopiah aku kebalikan kamu beb mukaku oily kek kilang minyak pake apa yaaa,balik beb muka oily kek kilang minyak pake
@ARSIPAJA si tolol kirain abia di demo bakalan lebih mikir kalo ngomomg eh tolol jelas swasta itu bikin usaha buat nyari untung elu aja kaga kerja masih nuntut naek tunjangan? lah lawak lu suruh tuh pertamina bangaun kilang minyak dasar tolol abis di demo bukannya mikir malah tolol,@arsipaja si tolol kirain abia di demo bakalan lebih mikir kalo ngomomg eh tolol jelas swasta itu bikin usaha buat nyari untung elu aja kaga kerja masih nuntut naek tunjangan? lah lawak lu suruh tuh pertamina bangaun kilang minyak dasar tolol abis di demo bukannya mikir malah tolol,si tolol kirain abia demo mikir kalo ngomomg eh tolol swasta bikin usaha nyari untung elu aja kaga kerja nuntut naek tunjang lawak lu suruh tuh pertamina bangaun kilang minyak dasar tolol abis demo mikir tolol
@Twittysweetie_ malah bikin kilang berkurang karena harus perbaikan yah.,@twittysweetie_ malah bikin kilang berkurang karena harus perbaikan yah.,bikin kilang kurang baik yah
Presiden RI ke 7 Jokowi dari dulu udah perintahkan bangun kilang tapi tidak dilaksanakan oleh Pertamina sampai detik ini.Jadi siapa aslinya pemimpin Pertamina itu? Sampai berani hiraukan perintah Presiden?,presiden ri ke 7 jokowi dari dulu udah perintahkan bangun kilang tapi tidak dilaksanakan oleh pertamina sampai detik ini.jadi siapa aslinya pemimpin pertamina itu? sampai berani hiraukan perintah presiden?,presiden ri jokowi udah perintah bangun kilang laksana pertamina detik asli pimpin pertamina berani hirau perintah presiden
sambil menuding Purbaya salah membaca data. Simak selengkapnya: https://t.co/XHDXtYbR4I https://t.co/bXioIp4DrO,sambil menuding purbaya salah membaca data. simak selengkapnya: https://t.co/xhdxtybr4i https://t.co/bxioip4dro,tuding purbaya salah baca data simak lengkap
Menteri Keuangan Purbaya Yudhi Sadewa dan Menteri ESDM Bahlil Lahadalia saling sahut soal mandeknya pembangunan kilang Pertamina dan subsidi LPG 3 kg dengan Purbaya mengkritik lambannya investasi dan besarnya beban subsidi sementara Bahlil membela kinerja ESDM -,menteri keuangan purbaya yudhi sadewa dan menteri esdm bahlil lahadalia saling sahut soal mandeknya pembangunan kilang pertamina dan subsidi lpg 3 kg dengan purbaya mengkritik lambannya investasi dan besarnya beban subsidi sementara bahlil membela kinerja esdm -,menteri uang purbaya yudhi sadewa menteri esdm bahlil lahadalia sahut mandek bangun kilang pertamina subsidi lpg kg purbaya kritik lamban investasi besar beban subsidi bahlil bela kerja esdm
Butuh 40-50 Tahun untuk Bangun Kilang Baru jadi Ekonomis https://t.co/baPLza8the,butuh 40-50 tahun untuk bangun kilang baru jadi ekonomis https://t.co/baplza8the,butuh bangun kilang ekonomis
@M45Broo_ Memang harus ada tambah kilang di Indonesia Timur.,@m45broo_ memang harus ada tambah kilang di indonesia timur.,kilang indonesia timur
@Giiselje Makanya hrs berani bikin kilang minyak lepas pantai disinggung sm Menkeu alasan pertamina males2an,@giiselje makanya hrs berani bikin kilang minyak lepas pantai disinggung sm menkeu alasan pertamina males2an,hrs berani bikin kilang minyak lepas pantai singgung sm menkeu alas pertamina males an
@Zaenulwin @somexthread Itu Purbaya Yudhi Sadewa Menteri Keuangan Indonesia. Dalam video dia mengkritik Pertamina karena dianggap malas membangun kilang minyak baru yang menyebabkan impor BBM tinggi dan beban subsidi APBN.,@zaenulwin @somexthread itu purbaya yudhi sadewa menteri keuangan indonesia. dalam video dia mengkritik pertamina karena dianggap malas membangun kilang minyak baru yang menyebabkan impor bbm tinggi dan beban subsidi apbn.,purbaya yudhi sadewa menteri uang indonesia video kritik pertamina anggap malas bangun kilang minyak sebab impor bbm beban subsidi apbn
@evalez_fr @putrapribumii @ferizandra gak pake ngutang tapi pake perbudakan?? kata siapa cuman di permukaan??? lu kira yg ngelola kilang-kilang minyak Hindia Belanda tu siapa??? orang lokal??,@evalez_fr @putrapribumii @ferizandra gak pake ngutang tapi pake perbudakan?? kata siapa cuman di permukaan??? lu kira yg ngelola kilang-kilang minyak hindia belanda tu siapa??? orang lokal??,gak pake ngutang pake budak cuman muka lu yg ngelola kilang kilang minyak hindia belanda tu orang lokal
