full_text,case_folding,preprocessing
@KangManto123 @pertamina Cilacap sering bangettt pernah dulu magang di cilacap pas kilang kebakar padahal kosan jauh dari kilang tapi berasa panas bgt ya tuhannn,@kangmanto123 @pertamina cilacap sering bangettt pernah dulu magang di cilacap pas kilang kebakar padahal kosan jauh dari kilang tapi berasa panas bgt ya tuhannn,cilacap banget magang cilacap pas bakar kosan asa panas banget tuhan
Yg lebih konyol selama puluhan tahun gak ada kilang baru yang bener² jadi. Alasannya klasik : dana birokrasi dan izin Tuhan yang diselipin di balik meja pejabat. Padahal rakyat tiap hari beli bensin dengan harga yang ngeluh di dompet.,yg lebih konyol selama puluhan tahun gak ada kilang baru yang bener² jadi. alasannya klasik : dana birokrasi dan izin tuhan yang diselipin di balik meja pejabat. padahal rakyat tiap hari beli bensin dengan harga yang ngeluh di dompet.,konyol puluh bener alas klasik dana birokrasi izin tuhan diselipin meja jabat rakyat beli bensin harga ngeluh dompet
@pertamina BAKAAAR AE TERUS KILANG NYEE,@pertamina bakaaar ae terus kilang nyee,bakar ae nyee
@KangManto123 @pertamina Jangankan kilang minyak pasar aja kalo mau pembaruan dibakar tuh Kita hidup di negara yg aneh benar benar aneh,@kangmanto123 @pertamina jangankan kilang minyak pasar aja kalo mau pembaruan dibakar tuh kita hidup di negara yg aneh benar benar aneh,pasar aja baru bakar tuh hidup negara aneh aneh
Highlight Purbaya vs Pertamina (Bahlil) Pertamina males-malesan -rencana 7 kilang baru- sampai sekarang nggak jadi2 yang ada malah dibakar kan? https://t.co/OmRBuCk6BC,highlight purbaya vs pertamina (bahlil) pertamina males-malesan -rencana 7 kilang baru- sampai sekarang nggak jadi2 yang ada malah dibakar kan? https://t.co/omrbuck6bc,highlight purbaya vs bahlil males malesan rencana bakar
@tekarok007 Kalo perintahnya serius bakalan kelar sedangkan kereta cepat dari awal bakalan bonyok saja bisa terwujud apalagi bangun kilang yg bakalan cuan,@tekarok007 kalo perintahnya serius bakalan kelar sedangkan kereta cepat dari awal bakalan bonyok saja bisa terwujud apalagi bangun kilang yg bakalan cuan,perintah serius kelar kereta cepat bonyok wujud bangun cuan
@KangManto123 @pertamina Ingat kata mentri. Kilangnya malah di bakar. Supaya apa? Supaya bisa import terus. Supaya bisa korupsi terus. Hahaha coba deh yg ahli matematika hitung berapa kerugian negara akibat kilang terbakar?,@kangmanto123 @pertamina ingat kata mentri. kilangnya malah di bakar. supaya apa? supaya bisa import terus. supaya bisa korupsi terus. hahaha coba deh yg ahli matematika hitung berapa kerugian negara akibat kilang terbakar?,tri kilang bakar import korupsi hahaha coba deh ahli matematika hitung rugi negara akibat bakar
@Novelaku1266621 @KangManto123 @pertamina Ya secara teori kebakaran kilang minyak bisa menguntungkan kelompok seperti kompetitor lewat kenaikan harga sementara atau kontraktor perbaikan. Namun biasanya rugi besar bagi perusahaan lingkungan dan masyarakat. Di kasus Pertamina (2021-2025) penyebab termasuk petir ,@novelaku1266621 @kangmanto123 @pertamina ya secara teori kebakaran kilang minyak bisa menguntungkan kelompok seperti kompetitor lewat kenaikan harga sementara atau kontraktor perbaikan. namun biasanya rugi besar bagi perusahaan lingkungan dan masyarakat. di kasus pertamina (2021-2025) penyebab termasuk petir ,teori bakar untung kelompok kompetitor naik harga kontraktor baik rugi usaha lingkung masyarakat sebab petir
Kementerian ESDM menerbitkan surat keputusan harga khusus gas bumi dari kilang LNG. https://t.co/UkOfLeCrvO,kementerian esdm menerbitkan surat keputusan harga khusus gas bumi dari kilang lng. https://t.co/ukoflecrvo,menteri terbit surat putus harga khusus gas bumi lng
Bahlil Lahadalia Pastikan Kilang Modular Jadi Strategi Jaga Ketahanan Energi #golkarindonesia #golkarsolid #partaigolkar #golkarpedia #BahlilLahadalia https://t.co/ClVNBTSDVa https://t.co/5CMKb8G5yB,bahlil lahadalia pastikan kilang modular jadi strategi jaga ketahanan energi #golkarindonesia #golkarsolid #partaigolkar #golkarpedia #bahlillahadalia https://t.co/clvnbtsdva https://t.co/5cmkb8g5yb,bahlil lahadalia pasti modular strategi jaga tahan energi golkarindonesia golkarsolid partaigolkar golkarpedia bahlillahadalia
Isu berpakaian je lun. Banyak isu nasional boleh dibangkitkan. Isu keselamatan jalan raya ke isu alam sekitar ke. Isu kilang haram ke.,isu berpakaian je lun. banyak isu nasional boleh dibangkitkan. isu keselamatan jalan raya ke isu alam sekitar ke. isu kilang haram ke.,isu pakai je lun isu nasional bangkit isu selamat jalan raya isu alam isu haram
@KangManto123 @pertamina Kalo kilang cilacap taun 2025 itu kosong sih isinya. Lagi di cleaning kebetulan saya waktu itu lagi didekat kilang yang terbakar itu,@kangmanto123 @pertamina kalo kilang cilacap taun 2025 itu kosong sih isinya. lagi di cleaning kebetulan saya waktu itu lagi didekat kilang yang terbakar itu,cilacap taun kosong sih isi cleaning dekat bakar
@KangManto123 @pertamina Risiko kebakaran di kilang itu tinggi di seluruh dunia bukan cuma di Pertamina. Setiap insiden selalu dievaluasi dan sistem keamanan terus ditingkatkan. Jangan lupa sebagian besar kilang beroperasi lancar 24 jam menjaga energi nasional,@kangmanto123 @pertamina risiko kebakaran di kilang itu tinggi di seluruh dunia bukan cuma di pertamina. setiap insiden selalu dievaluasi dan sistem keamanan terus ditingkatkan. jangan lupa sebagian besar kilang beroperasi lancar 24 jam menjaga energi nasional,risiko bakar dunia insiden evaluasi sistem aman tingkat lupa operasi lancar jam jaga energi nasional
Setiap Tahun Ada Kilang Pertamina Yang Terbakar Kata Purbaya &amp;#8216;Dibakar&amp;#8217; https://t.co/gEBzU1vWzN,setiap tahun ada kilang pertamina yang terbakar kata purbaya &amp;#8216;dibakar&amp;#8217; https://t.co/gebzu1vwzn,bakar purbaya amp bakar amp
@f1speed_indo Masih sibuk bakar kilang,@f1speed_indo masih sibuk bakar kilang,sibuk bakar
@atasanpresidenr jadi bagi yg belum tau LPG kita itu impor dari US biasanya ambilnya kalau ga di kilang Houston atau Nederland di Texas US. atau kalau ga ya ambil di UAE di kilang Ras Laffan. tp lebih seringnya ke US.,@atasanpresidenr jadi bagi yg belum tau lpg kita itu impor dari us biasanya ambilnya kalau ga di kilang houston atau nederland di texas us. atau kalau ga ya ambil di uae di kilang ras laffan. tp lebih seringnya ke us.,tau elpiji impor us ambil houston nederland texas us ambil uae ras laffan us
preorder pun i yang duduk melaka ni haa macam duduk sebelah kilang KA. harini bayar besok dah sampai ,preorder pun i yang duduk melaka ni haa macam duduk sebelah kilang ka. harini bayar besok dah sampai ,preorder i duduk melaka ni haa duduk belah ka harini bayar besok
@somexthread Orang dr antah brantah ngomong jangan didengerin pak pasti itu suruhan dr koruptor. Ketika kilang di/ter-bakar dan puluhan tahun boros belanja bbm mereka diam dan anteng termasuk luhut dll dan sekarang mereka teriak tahukan siapa mereka.,@somexthread orang dr antah brantah ngomong jangan didengerin pak pasti itu suruhan dr koruptor. ketika kilang di/ter-bakar dan puluhan tahun boros belanja bbm mereka diam dan anteng termasuk luhut dll dan sekarang mereka teriak tahukan siapa mereka.,orang antah brantah ngomong didengerin suruh koruptor ter bakar puluh boros belanja diam anteng luhut teriak tahu
@somexthread Oalah Pak kok anda kelihatan sangat pesimis Singapura aja yang ga punya minyak udah punya kilang dg kapasitas 1.395. 000 barel per hari Indonesia harusnya punya berkalilipat dari yg mereka punya. Baru aja dikritik malas eh kilangnya dibakar hahaha,@somexthread oalah pak kok anda kelihatan sangat pesimis singapura aja yang ga punya minyak udah punya kilang dg kapasitas 1.395. 000 barel per hari indonesia harusnya punya berkalilipat dari yg mereka punya. baru aja dikritik malas eh kilangnya dibakar hahaha,oalah pesimis singapura aja kapasitas barel indonesia berkalilipat aja kritik malas eh kilang bakar hahaha
Pertamina mewajibkan setiap kontraktornya memiliki sertifikat CSMS high risk untuk kilang Dirinya selalu abai sehingga selalu terjadi kebakaran tiap tahun Ini kebakaran krn kecelakaan atau nganu sih Dimana di dunia ini ada kilang² dalam satu negara yg rutin kebakaran tiap tahun https://t.co/atrJRlbOqI,pertamina mewajibkan setiap kontraktornya memiliki sertifikat csms high risk untuk kilang dirinya selalu abai sehingga selalu terjadi kebakaran tiap tahun ini kebakaran krn kecelakaan atau nganu sih dimana di dunia ini ada kilang² dalam satu negara yg rutin kebakaran tiap tahun https://t.co/atrjrlboqi,wajib kontraktor milik sertifikat csms high risk abai bakar bakar celaka nganu sih dunia kilang negara rutin bakar
@abu_waras Sama aja lagi2 pasti orang terdekat yg menikmati kekuasaannya negeri ini harus di reformasi total masak bikin kilang aja dari jaman Reformasi sampe sekarang cuma wacana doang,@abu_waras sama aja lagi2 pasti orang terdekat yg menikmati kekuasaannya negeri ini harus di reformasi total masak bikin kilang aja dari jaman reformasi sampe sekarang cuma wacana doang,aja orang dekat nikmat kuasa negeri reformasi total masak bikin aja jaman reformasi sampe wacana doang
Sentilan Purbaya dan Nasib 7 Proyek Kilang Minyak Pertamina https://t.co/blcXsVvm8W lewat @Keuangan News https://t.co/oWRu5DAnEb,sentilan purbaya dan nasib 7 proyek kilang minyak pertamina https://t.co/blcxsvvm8w lewat @keuangan news https://t.co/owru5daneb,sentil purbaya nasib proyek news
Akar kepada sistem ni boleh dikesan sejak zaman Tokugawa (1600-an). Masa tu Jepun masih sistem feudal. Golongan pedagang mula bina kekayaan melalui perdagangan beras &amp; sutera. Bila masuk era industri (1800 1900-an) keluarga ni mula buka kilang &amp; bank sendiri. Maka lahirlah https://t.co/Lu53xuZMn0,akar kepada sistem ni boleh dikesan sejak zaman tokugawa (1600-an). masa tu jepun masih sistem feudal. golongan pedagang mula bina kekayaan melalui perdagangan beras &amp; sutera. bila masuk era industri (1800 1900-an) keluarga ni mula buka kilang &amp; bank sendiri. maka lahirlah https://t.co/lu53xuzmn0,akar sistem ni kes zaman tokugawa an tu jepun sistem feudal golong dagang bina kaya dagang beras amp sutera masuk era industri an keluarga ni buka amp bank lahir
Tapi kok Pertamina yg merupakan BUMN punya kilang minya di megara sendiri monopoli bbm gas elpiji dan bensin diluar jawa masih rugi bandar yaa? Sama kok di Kalimantan yg ada kilang Pertamina masih bisa langka yaa BBM?,tapi kok pertamina yg merupakan bumn punya kilang minya di megara sendiri monopoli bbm gas elpiji dan bensin diluar jawa masih rugi bandar yaa? sama kok di kalimantan yg ada kilang pertamina masih bisa langka yaa bbm?,badan usaha milik negara mi megara monopoli gas elpiji bensin luar jawa rugi bandar yaa kalimantan langka yaa
@Psalm2000 @M45Broo_ Ya benar. Pertamina sedang membangun dan meningkatkan kilang minyak di Indonesia seperti upgrade Balikpapan yang sudah 96 5% selesai (akan operasional 2025). Ada juga rencana 17 kilang modular dengan dukungan AS. Pernyataan sudah punya tapi belum selesai mencerminkan proyek,@psalm2000 @m45broo_ ya benar. pertamina sedang membangun dan meningkatkan kilang minyak di indonesia seperti upgrade balikpapan yang sudah 96 5% selesai (akan operasional 2025). ada juga rencana 17 kilang modular dengan dukungan as. pernyataan sudah punya tapi belum selesai mencerminkan proyek,bangun tingkat indonesia upgrade balikpapan selesai operasional rencana modular dukung as nyata selesai cermin proyek
@M45Broo_ Hi @grok Apakah benar yang dikatakan Pertamina bahwa negara ini sedang membangun kilang minyak ?? Bahasa mereka memang sungguh bahasa Mulyono yg ijazahnya meragukan dan membagongkan .mereka bilang sudah punya killang tapi belum selesai,@m45broo_ hi @grok apakah benar yang dikatakan pertamina bahwa negara ini sedang membangun kilang minyak ?? bahasa mereka memang sungguh bahasa mulyono yg ijazahnya meragukan dan membagongkan .mereka bilang sudah punya killang tapi belum selesai,hi negara bangun bahasa sungguh bahasa mulyono ijazah ragu bagong bilang killang selesai
@somexthread Jawablah bos dg analisa mengapa kilang menghilang karena import BBM lebih menjanjikan cuan ya baik harga mutu jumlah hilang dlm proses dan oplosannya triyunan aman tidak kentara.,@somexthread jawablah bos dg analisa mengapa kilang menghilang karena import bbm lebih menjanjikan cuan ya baik harga mutu jumlah hilang dlm proses dan oplosannya triyunan aman tidak kentara.,jawab bos analisa hilang import janji cuan harga mutu hilang dlm proses oplos triyunan aman kentara
Lah ini anggota DPR ga baca berita apa? Shell tuh mau cabut dr pasar Indo Pak/Bu.... Lah kilang minyak nya aja yang di Singapore dah dibeli sama perusahaan Indonesia tahun ini ,lah ini anggota dpr ga baca berita apa? shell tuh mau cabut dr pasar indo pak/bu.... lah kilang minyak nya aja yang di singapore dah dibeli sama perusahaan indonesia tahun ini ,anggota dewan wakil rakyat baca berita shell tuh cabut pasar indo bu nya aja singapore beli usaha indonesia
@tekarok007 Dan sekarang kilang minyak hasil kerja sama aramco dan petronas sudah beroperasi fulll dan menghasilkan minyak degan kualitas euro 5. Tidak heran jika malaysia jual solar degan kualitas euro 5 harganya murah meriah. Kita euro 5 masih banyak impor dari singapure.,@tekarok007 dan sekarang kilang minyak hasil kerja sama aramco dan petronas sudah beroperasi fulll dan menghasilkan minyak degan kualitas euro 5. tidak heran jika malaysia jual solar degan kualitas euro 5 harganya murah meriah. kita euro 5 masih banyak impor dari singapure.,hasil kerja aramco petronas operasi ful hasil degan kualitas euro heran malaysia jual solar degan kualitas euro harga murah riah euro impor singapure
@tekarok007 Yang paling nyesek itu ketika indonesia di tinggal aramco saudi arabia untuk bagun kilang minyak di indonesia degan kapasitas 500000bph-10000000bph /day degan kualitas euro 5. Dan kerajaan arab saudi memilih bagun kilang di pengerang johor malaysia. Dan proyek itu selesai 2018,@tekarok007 yang paling nyesek itu ketika indonesia di tinggal aramco saudi arabia untuk bagun kilang minyak di indonesia degan kapasitas 500000bph-10000000bph /day degan kualitas euro 5. dan kerajaan arab saudi memilih bagun kilang di pengerang johor malaysia. dan proyek itu selesai 2018,nyesek indonesia tinggal aramco saudi arabia bagun indonesia degan kapasitas badan atur hilir minyak dan gas bumi badan atur hilir minyak dan gas bumi day degan kualitas euro raja arab saudi pilih bagun erang johor malaysia proyek selesai
Kilang - kilang ini sengaja dibakar oknum mafia di dalam @pertamina agar bisa beli/import minyak dr luar fee-nya besar belum LG mark-upnya main LG dipenyaluran subsidinya ini drama lama yg ngak selesai - selesai. @prabowo @setkabgoid #RakyatIndonesia #Akademisi @DPR_RI #Ojol https://t.co/XxsbwNCnhJ,kilang - kilang ini sengaja dibakar oknum mafia di dalam @pertamina agar bisa beli/import minyak dr luar fee-nya besar belum lg mark-upnya main lg dipenyaluran subsidinya ini drama lama yg ngak selesai - selesai. @prabowo @setkabgoid #rakyatindonesia #akademisi @dpr_ri #ojol https://t.co/xxsbwncnhj,sengaja bakar oknum mafia beli import fee nya lg mark upnya main lg salur subsidi drama ngak selesai selesai rakyatindonesia akademisi ojol
@KangManto123 Solusi: Ganti inovasi ganti sistem pemerintah dan ekonomi.... Bangun sumur bangun pengeboran Bangun biorefinery bangun kilang minyak modern BONUS: Pasar dimodernisasi infra jalan dimodernisasi,@kangmanto123 solusi: ganti inovasi ganti sistem pemerintah dan ekonomi.... bangun sumur bangun pengeboran bangun biorefinery bangun kilang minyak modern bonus: pasar dimodernisasi infra jalan dimodernisasi,solusi ganti inovasi ganti sistem perintah ekonomi bangun sumur bangun bor bangun biorefinery bangun modern bonus pasar modernisasi infra jalan modernisasi
@ARSIPAJA Ada yg tidak mau bangun kilang baru karena merugikan kantong sendiri ,@arsipaja ada yg tidak mau bangun kilang baru karena merugikan kantong sendiri ,bangun rugi kantong
@puppypopiah Aku kebalikan kamu beb mukaku oily kek kilang minyak pake apa yaaa,@puppypopiah aku kebalikan kamu beb mukaku oily kek kilang minyak pake apa yaaa,balik beb muka oily kek pake
@ARSIPAJA si tolol kirain abia di demo bakalan lebih mikir kalo ngomomg eh tolol jelas swasta itu bikin usaha buat nyari untung elu aja kaga kerja masih nuntut naek tunjangan? lah lawak lu suruh tuh pertamina bangaun kilang minyak dasar tolol abis di demo bukannya mikir malah tolol,@arsipaja si tolol kirain abia di demo bakalan lebih mikir kalo ngomomg eh tolol jelas swasta itu bikin usaha buat nyari untung elu aja kaga kerja masih nuntut naek tunjangan? lah lawak lu suruh tuh pertamina bangaun kilang minyak dasar tolol abis di demo bukannya mikir malah tolol,si tolol kirain abia demo mikir ngomomg eh tolol swasta bikin usaha nyari untung elu aja kaga kerja nuntut tunjang lawak lu suruh tuh bangaun dasar tolol abis demo mikir tolol
